genus	family	order	class	phylum	superkingdom
'Geomonas' Khan et al. 2020	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Abiotrophia	Aerococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Acanthopleuribacter	Acanthopleuribacteraceae	Acanthopleuribacterales	Holophagae	Acidobacteria	Bacteria
Acetanaerobacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Acetivibrio	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Acetobacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
Acetobacteroides	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Acholeplasma	Acholeplasmataceae	Acholeplasmatales	Mollicutes	Tenericutes	Bacteria
Achromobacter	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Acidaminococcus	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria
Acidibacter			Gammaproteobacteria	Proteobacteria	Bacteria
Acidibrevibacterium	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
Acidicapsa	Acidobacteriaceae	Acidobacteriales	Acidobacteriia	Acidobacteria	Bacteria
Acidihalobacter	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Acidimicrobium	Acidimicrobiaceae	Acidimicrobiales	Acidimicrobiia	Actinobacteria	Bacteria
Acidipila	Acidobacteriaceae	Acidobacteriales	Acidobacteriia	Acidobacteria	Bacteria
Acidisarcina	Acidobacteriaceae	Acidobacteriales	Acidobacteriia	Acidobacteria	Bacteria
Aciditerrimonas	Acidimicrobiaceae	Acidimicrobiales	Acidimicrobiia	Actinobacteria	Bacteria
Acidothermus	Acidothermaceae	Acidothermales	Actinobacteria	Actinobacteria	Bacteria
Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Actimicrobium	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Actinocorallia	Thermomonosporaceae	Streptosporangiales	Actinobacteria	Actinobacteria	Bacteria
Actinomyces	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteria	Bacteria
Actinomycetospora	Pseudonocardiaceae	Pseudonocardiales	Actinobacteria	Actinobacteria	Bacteria
Actinoplanes	Micromonosporaceae	Micromonosporales	Actinobacteria	Actinobacteria	Bacteria
Adhaeribacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria
Aerococcus	Aerococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Aeromicrobium	Nocardioidaceae	Propionibacteriales	Actinobacteria	Actinobacteria	Bacteria
Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Aerosticca	Rhodanobacteraceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Aestuariispira	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
Aetherobacter	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
Afifella	Rhodobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Afipia	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Agathobaculum	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Aggregatibacter	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria
Aggregicoccus	Myxococcaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
Agrobacterium	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Agrococcus	Microbacteriaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria
Agromyces	Microbacteriaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria
Ahniella	Rhodanobacteraceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Akkermansia	Akkermansiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria
Albibacterium	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria
Albidovulum	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Alcaligenes	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Algisphaera	Phycisphaeraceae	Phycisphaerales	Phycisphaerae	Planctomycetes	Bacteria
Algoriphagus	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria
Alienimonas	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria
Aliicoccus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Aliidiomarina	Idiomarinaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Aliidongia	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
Aliifodinibius	Balneolaceae	Balneolales	Balneolia	Balneolaeota	Bacteria
Aliihoeflea	Phyllobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Alishewanella	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Aliterella	Chroococcidiopsidaceae	Chroococcidiopsidales		Cyanobacteria	Bacteria
Alkalibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Alkalibacterium	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Alkaliflexus	Marinilabiliaceae	Marinilabiliales	Bacteroidia	Bacteroidetes	Bacteria
Alkalihalobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Alkaliphilus	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Alkalitalea	Marinilabiliaceae	Marinilabiliales	Bacteroidia	Bacteroidetes	Bacteria
Alkanindiges	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Allisonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria
Allohahella	Hahellaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
Alloprevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Allostreptomyces	Streptomycetaceae	Streptomycetales	Actinobacteria	Actinobacteria	Bacteria
Alsobacter		Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Altererythrobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
Alterileibacterium	Clostridiales Family XIII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria
Alterococcus	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria
Amaricoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Aminipila	Clostridiales Family XIII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria
Aminobacter	Phyllobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Ammonifex	Thermoanaerobacteraceae	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria
Amorphus	Rhodobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Amphritea	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
Anabaena	Nostocaceae	Nostocales		Cyanobacteria	Bacteria
Anaerobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Anaerobacterium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Anaerobiospirillum	Succinivibrionaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Anaerobutyricum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Anaerocella	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Anaerococcus	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria
Anaerocolumna	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Anaeromassilibacillus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Anaeromyxobacter	Anaeromyxobacteraceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
Anaeroplasma	Anaeroplasmataceae	Anaeroplasmatales	Mollicutes	Tenericutes	Bacteria
Anaerosphaera	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria
Anaerosporomusa	Sporomusaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria
Anaerostipes	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Anaerotaenia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Anaerotignum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Anaerotruncus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Anaerovibrio	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria
Anaerovorax	Clostridiales Family XIII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria
Ancylobacter	Xanthobacteraceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Angustibacter	Kineosporiaceae	Kineosporiales	Actinobacteria	Actinobacteria	Bacteria
Annwoodia	Thiobacillaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria
Anoxybacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Anseongella	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria
Antarcticibacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Aquabacterium		Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Aquicella	Coxiellaceae	Legionellales	Gammaproteobacteria	Proteobacteria	Bacteria
Aquidulcibacter	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Aquihabitans	Iamiaceae	Acidimicrobiales	Acidimicrobiia	Actinobacteria	Bacteria
Aquimonas	Rhodanobacteraceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Aquincola		Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Aquisphaera	Isosphaeraceae	Isosphaerales	Planctomycetia	Planctomycetes	Bacteria
Arboricoccus	Geminicoccaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
Archangium	Archangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
Arcicella	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria
Arcobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Arcticibacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria
Ardenticatena	Ardenticatenaceae	Ardenticatenales	Ardenticatenia	Chloroflexi	Bacteria
Arenimicrobium	Pyrinomonadaceae	Blastocatellales	Blastocatellia	Acidobacteria	Bacteria
Arenimonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Aridibacter	Blastocatellaceae	Blastocatellales	Blastocatellia	Acidobacteria	Bacteria
Armatimonas	Armatimonadaceae	Armatimonadales	Armatimonadia	Armatimonadetes	Bacteria
Aromatoleum	Rhodocyclaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria
Arsenicicoccus	Intrasporangiaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria
Arthrobacter	Micrococcaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria
Asaccharospora	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Asprobacter	Hyphomonadaceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Asteroleplasma	Anaeroplasmataceae	Anaeroplasmatales	Mollicutes	Tenericutes	Bacteria
Asticcacaulis	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Atopobacter	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Atopostipes	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Aurantimonas	Aurantimonadaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Aureimonas	Aurantimonadaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Auricoccus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Azoarcus	Zoogloeaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria
Azohydromonas	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Azonexus	Azonexaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria
Azospirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
Azotobacter	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Bacteriovorax	Bacteriovoracaceae	Bacteriovoracales	Oligoflexia	Proteobacteria	Bacteria
Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Baekduia	Baekduiaceae	Rubrobacterales	Rubrobacteria	Actinobacteria	Bacteria
Bariatricus	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Barnesiella	Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Bartonella	Bartonellaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Bauldia		Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Bdellovibrio	Bdellovibrionaceae	Bdellovibrionales	Oligoflexia	Proteobacteria	Bacteria
Beijerinckia	Beijerinckiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Bergeyella	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Bhargavaea	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Blastocatella	Blastocatellaceae	Blastocatellales	Blastocatellia	Acidobacteria	Bacteria
Blastochloris	Hyphomicrobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Blastococcus	Geodermatophilaceae	Geodermatophilales	Actinobacteria	Actinobacteria	Bacteria
Blastomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
Blastopirellula	Pirellulaceae	Pirellulales	Planctomycetia	Planctomycetes	Bacteria
Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Bosea	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Bounagaea			Actinobacteria	Actinobacteria	Bacteria
Brachybacterium	Dermabacteraceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria
Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Brasilonema	Scytonemataceae	Nostocales		Cyanobacteria	Bacteria
Brevibacterium	Brevibacteriaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria
Brevifollis	Verrucomicrobiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria
Brevitalea	Pyrinomonadaceae	Blastocatellales	Blastocatellia	Acidobacteria	Bacteria
Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Breznakia	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria
Brochothrix	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Bryobacter	Bryobacteraceae	Bryobacterales	Acidobacteriia	Acidobacteria	Bacteria
Buchnera	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Bulleidia	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria
Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Buttiauxella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Butyricicoccus	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Butyricimonas	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Butyrivibrio	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Byssovorax	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
Bythopirellula	Lacipirellulaceae	Pirellulales	Planctomycetia	Planctomycetes	Bacteria
Caballeronia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Caecibacter	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria
Caecibacterium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Caedimonas	Caedimonadaceae	Holosporales	Alphaproteobacteria	Proteobacteria	Bacteria
Caenimonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Caldanaerobacter	Thermoanaerobacteraceae	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria
Caldilinea	Caldilineaceae	Caldilineales	Caldilineae	Chloroflexi	Bacteria
Caldimicrobium	Thermodesulfobacteriaceae	Thermodesulfobacteriales	Thermodesulfobacteria	Thermodesulfobacteria	Bacteria
Caldimonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Caldovatus	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
Calorithrix				Calditrichaeota	Bacteria
Calothrix	Calotrichaceae	Nostocales		Cyanobacteria	Bacteria
Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Candidatus Babela	Candidatus Babeliaceae	Candidatus Babeliales	Candidatus Babeliae		Bacteria
Candidatus Carsonella	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
Candidatus Endolissoclinum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
Candidatus Evansia	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
Candidatus Fokinia	Candidatus Midichloriaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
Candidatus Izimaplasma				Tenericutes	Bacteria
Candidatus Koribacter	Acidobacteriaceae	Acidobacteriales	Acidobacteriia	Acidobacteria	Bacteria
Candidatus Kuenenia	Candidatus Brocadiaceae	Candidatus Brocadiales	Candidatus Brocadiae	Planctomycetes	Bacteria
Candidatus Methylopumilus	Methylophilaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria
Candidatus Nardonella			Gammaproteobacteria	Proteobacteria	Bacteria
Candidatus Nasuia			Betaproteobacteria	Proteobacteria	Bacteria
Candidatus Nucleicultrix	Caedimonadaceae	Holosporales	Alphaproteobacteria	Proteobacteria	Bacteria
Candidatus Paracaedibacter	Candidatus Paracaedibacteraceae	Holosporales	Alphaproteobacteria	Proteobacteria	Bacteria
Candidatus Pelagibacter	Pelagibacteraceae	Pelagibacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Candidatus Phytoplasma	Acholeplasmataceae	Acholeplasmatales	Mollicutes	Tenericutes	Bacteria
Candidatus Saccharimonas				Candidatus Saccharibacteria	Bacteria
Candidatus Solibacter	Solibacteraceae	Bryobacterales	Acidobacteriia	Acidobacteria	Bacteria
Candidimonas	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Caproiciproducens	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Carboxylicivirga	Marinilabiliaceae	Marinilabiliales	Bacteroidia	Bacteroidetes	Bacteria
Cardiobacterium	Cardiobacteriaceae	Cardiobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Carnobacterium	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Caryophanon	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Casaltella	Clostridiales Family XIII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria
Catabacter	Catabacteriaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Catenibacterium	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria
Catenuloplanes	Micromonosporaceae	Micromonosporales	Actinobacteria	Actinobacteria	Bacteria
Catonella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Caulobacter	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Cavicella	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Cedecea	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Cellulosilyticum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Cellvibrio	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
Cephaloticoccus	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria
Cerasibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Cetobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria
Chelatococcus	Chelatococcaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Chiayiivirga	Rhodanobacteraceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Chitinibacter	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
Chitinimonas	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chitinophaga	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria
Chondrocystis	Chroococcaceae	Chroococcales		Cyanobacteria	Bacteria
Chondromyces	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Chromatocurvus	Halieaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
Chroococcidiopsis	Chroococcidiopsidaceae	Chroococcidiopsidales		Cyanobacteria	Bacteria
Chryseobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Chryseolinea	Fulvivirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria
Chryseomicrobium	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
Chthonomonas	Chthonomonadaceae	Chthonomonadales	Chthonomonadetes	Armatimonadetes	Bacteria
Chujaibacter	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Cloacibacillus	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria
Cloacibacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Cnuella	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria
Cobetia	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
Cohaesibacter	Cohaesibacteraceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Cohnella	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Coleofasciculus	Coleofasciculaceae	Oscillatoriales		Cyanobacteria	Bacteria
Colidextribacter		Clostridiales	Clostridia	Firmicutes	Bacteria
Collimonas	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Collinsella	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria
Comamonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Conexibacter	Conexibacteraceae	Solirubrobacterales	Thermoleophilia	Actinobacteria	Bacteria
Coprobacillus	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria
Coprococcus	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Coraliomargarita	Puniceicoccaceae	Puniceicoccales	Opitutae	Verrucomicrobia	Bacteria
Corallococcus	Myxococcaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
Corticibacterium	Phyllobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria
Coxiella	Coxiellaceae	Legionellales	Gammaproteobacteria	Proteobacteria	Bacteria
Craurococcus	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
Criibacterium	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Crinalium	Gomontiellaceae	Oscillatoriales		Cyanobacteria	Bacteria
Croceibacterium	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
Cronbergia	Nostocaceae	Nostocales		Cyanobacteria	Bacteria
Cronobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Cuneatibacter	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Curtobacterium	Microbacteriaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria
Curvibacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Cutibacterium	Propionibacteriaceae	Propionibacteriales	Actinobacteria	Actinobacteria	Bacteria
Cyanothece	Cyanothecaceae	Oscillatoriales		Cyanobacteria	Bacteria
Cylindrospermum	Nostocaceae	Nostocales		Cyanobacteria	Bacteria
Cystobacter	Archangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
Cytobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Cytophaga	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria
Daejeonella	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria
Dankookia	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
Dechloromonas	Azonexaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria
Deefgea	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
Deferribacter	Deferribacteraceae	Deferribacterales	Deferribacteres	Deferribacteres	Bacteria
Defluviicoccus	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
Defluviitalea	Defluviitaleaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Dehalobacterium	Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
